NP_250241.1|PA1550	96432ae5ac6425755c608d6b69f709f6	179	Pfam	PF05751	FixH	12	155	1.0E-38	T	05-02-2023	IPR008620	Nitrogen fixation protein FixH	-
NP_251607.1|PA2917	91a737f9e6a2567b1e3f15b8952f4f86	278	PANTHER	PTHR46796	HTH-TYPE TRANSCRIPTIONAL ACTIVATOR RHAS-RELATED	15	273	1.1E-58	T	05-02-2023	-	-
NP_251607.1|PA2917	91a737f9e6a2567b1e3f15b8952f4f86	278	Pfam	PF12833	Helix-turn-helix domain	194	272	3.1E-20	T	05-02-2023	IPR018060	DNA binding HTH domain, AraC-type	GO:0003700|GO:0006355|GO:0043565
NP_251607.1|PA2917	91a737f9e6a2567b1e3f15b8952f4f86	278	SUPERFAMILY	SSF46689	Homeodomain-like	224	274	3.32E-10	T	05-02-2023	IPR009057	Homeobox-like domain superfamily	-
NP_251824.1|PA3134	f8979af61565d9f0a81379bce2775104	494	Pfam	PF00749	tRNA synthetases class I (E and Q), catalytic domain	4	320	1.0E-109	T	05-02-2023	IPR020058	Glutamyl/glutaminyl-tRNA synthetase, class Ib, catalytic domain	GO:0004812|GO:0005524|GO:0043039
NP_251824.1|PA3134	f8979af61565d9f0a81379bce2775104	494	Pfam	PF19269	Anticodon binding domain	333	471	8.3E-31	T	05-02-2023	IPR045462	Aminoacyl-tRNA synthetase, class I, anticodon-binding	-
NP_251824.1|PA3134	f8979af61565d9f0a81379bce2775104	494	FunFam	G3DSA:1.10.10.350:FF:000007	Glutamate--tRNA ligase	371	475	6.1E-52	T	05-02-2023	-	-
NP_251824.1|PA3134	f8979af61565d9f0a81379bce2775104	494	FunFam	G3DSA:3.40.50.620:FF:000045	Glutamate--tRNA ligase, mitochondrial	1	329	0.0	T	05-02-2023	-	-
NP_251824.1|PA3134	f8979af61565d9f0a81379bce2775104	494	CDD	cd00808	GluRS_core	3	328	0.0	T	05-02-2023	IPR033910	Glutamyl-tRNA synthetase	GO:0006424|GO:0008270
NP_251824.1|PA3134	f8979af61565d9f0a81379bce2775104	494	SUPERFAMILY	SSF52374	Nucleotidylyl transferase	4	308	1.42E-110	T	05-02-2023	-	-
NP_251824.1|PA3134	f8979af61565d9f0a81379bce2775104	494	PANTHER	PTHR43311	GLUTAMATE--TRNA LIGASE	3	473	0.0	T	05-02-2023	-	-
NP_251824.1|PA3134	f8979af61565d9f0a81379bce2775104	494	SUPERFAMILY	SSF48163	An anticodon-binding domain of class I aminoacyl-tRNA synthetases	314	472	7.59E-34	T	05-02-2023	IPR008925	Aminoacyl-tRNA synthetase, class I, anticodon-binding superfamily	GO:0000049
NP_250216.1|PA1525	07fe6dbe743805e999cffbafc89212da	377	Pfam	PF00487	Fatty acid desaturase	115	330	1.1E-26	T	05-02-2023	IPR005804	Fatty acid desaturase domain	GO:0006629
NP_250216.1|PA1525	07fe6dbe743805e999cffbafc89212da	377	PANTHER	PTHR38674	ALKANE 1-MONOOXYGENASE 1	1	376	0.0	T	05-02-2023	IPR033885	Alkane/xylene monooxygenase	GO:0016491
NP_250216.1|PA1525	07fe6dbe743805e999cffbafc89212da	377	CDD	cd03512	Alkane-hydroxylase	43	360	0.0	T	05-02-2023	IPR033885	Alkane/xylene monooxygenase	GO:0016491
NP_249174.1|PA0483	74bd31227d9e8b188a1de4c17a0967dc	147	PANTHER	PTHR43877	-	2	146	1.6E-18	T	05-02-2023	-	-
NP_249174.1|PA0483	74bd31227d9e8b188a1de4c17a0967dc	147	CDD	cd04301	NAT_SF	49	117	4.0041E-9	T	05-02-2023	-	-
NP_249174.1|PA0483	74bd31227d9e8b188a1de4c17a0967dc	147	Pfam	PF00583	Acetyltransferase (GNAT) family	18	134	1.4E-14	T	05-02-2023	IPR000182	GNAT domain	GO:0016747
NP_249174.1|PA0483	74bd31227d9e8b188a1de4c17a0967dc	147	SUPERFAMILY	SSF55729	Acyl-CoA N-acyltransferases (Nat)	3	145	5.66E-33	T	05-02-2023	IPR016181	Acyl-CoA N-acyltransferase	-
NP_252999.1|PA4309	75cf5902727022e73fbf7c7668fa1a02	629	CDD	cd11386	MCP_signal	394	593	9.20304E-59	T	05-02-2023	-	-
NP_252999.1|PA4309	75cf5902727022e73fbf7c7668fa1a02	629	FunFam	G3DSA:3.30.450.20:FF:000048	Methyl-accepting chemotaxis protein	66	171	8.7E-35	T	05-02-2023	-	-
NP_252999.1|PA4309	75cf5902727022e73fbf7c7668fa1a02	629	Pfam	PF02743	Cache domain	36	259	1.3E-27	T	05-02-2023	IPR033479	Double Cache domain 1	-
NP_252999.1|PA4309	75cf5902727022e73fbf7c7668fa1a02	629	CDD	cd12912	PDC2_MCP_like	178	265	1.2978E-20	T	05-02-2023	-	-
NP_252999.1|PA4309	75cf5902727022e73fbf7c7668fa1a02	629	FunFam	G3DSA:1.10.287.950:FF:000001	Methyl-accepting chemotaxis sensory transducer	298	629	4.0E-101	T	05-02-2023	-	-
NP_252999.1|PA4309	75cf5902727022e73fbf7c7668fa1a02	629	PANTHER	PTHR32089	METHYL-ACCEPTING CHEMOTAXIS PROTEIN MCPB	11	628	7.8E-119	T	05-02-2023	-	-
NP_252999.1|PA4309	75cf5902727022e73fbf7c7668fa1a02	629	SUPERFAMILY	SSF103190	Sensory domain-like	91	184	2.43E-14	T	05-02-2023	IPR029151	Periplasmic sensor-like domain superfamily	-
NP_252999.1|PA4309	75cf5902727022e73fbf7c7668fa1a02	629	Pfam	PF00672	HAMP domain	295	349	5.5E-14	T	05-02-2023	IPR003660	HAMP domain	GO:0007165|GO:0016020
NP_252999.1|PA4309	75cf5902727022e73fbf7c7668fa1a02	629	SUPERFAMILY	SSF58104	Methyl-accepting chemotaxis protein (MCP) signaling domain	320	629	8.11E-76	T	05-02-2023	-	-
NP_252999.1|PA4309	75cf5902727022e73fbf7c7668fa1a02	629	CDD	cd12913	PDC1_MCP_like	60	176	6.79371E-21	T	05-02-2023	-	-
NP_252999.1|PA4309	75cf5902727022e73fbf7c7668fa1a02	629	CDD	cd06225	HAMP	301	347	1.28245E-11	T	05-02-2023	-	-
NP_252999.1|PA4309	75cf5902727022e73fbf7c7668fa1a02	629	FunFam	G3DSA:3.30.450.20:FF:000132	Methyl-accepting chemotaxis protein PctA	172	272	4.8E-48	T	05-02-2023	-	-
NP_252999.1|PA4309	75cf5902727022e73fbf7c7668fa1a02	629	Pfam	PF00015	Methyl-accepting chemotaxis protein (MCP) signalling domain	411	594	5.3E-45	T	05-02-2023	IPR004089	Methyl-accepting chemotaxis protein (MCP) signalling domain	GO:0007165|GO:0016020
NP_250235.1|PA1544	cbf5001cdb797fd5836264fd1665a83d	244	CDD	cd00092	HTH_CRP	161	230	8.55659E-17	T	05-02-2023	-	-
NP_250235.1|PA1544	cbf5001cdb797fd5836264fd1665a83d	244	CDD	cd00038	CAP_ED	25	139	8.58838E-22	T	05-02-2023	IPR000595	Cyclic nucleotide-binding domain	-
NP_250235.1|PA1544	cbf5001cdb797fd5836264fd1665a83d	244	SUPERFAMILY	SSF46785	"Winged helix" DNA-binding domain	161	239	3.11E-17	T	05-02-2023	IPR036390	Winged helix DNA-binding domain superfamily	-
NP_250235.1|PA1544	cbf5001cdb797fd5836264fd1665a83d	244	PANTHER	PTHR24567	CRP FAMILY TRANSCRIPTIONAL REGULATORY PROTEIN	25	238	3.5E-26	T	05-02-2023	-	-
NP_250235.1|PA1544	cbf5001cdb797fd5836264fd1665a83d	244	FunFam	G3DSA:1.10.10.10:FF:000028	Fumarate/nitrate reduction transcriptional regulator Fnr	160	240	2.4E-35	T	05-02-2023	-	-
NP_250235.1|PA1544	cbf5001cdb797fd5836264fd1665a83d	244	SUPERFAMILY	SSF51206	cAMP-binding domain-like	18	157	4.32E-31	T	05-02-2023	IPR018490	Cyclic nucleotide-binding domain superfamily	-
NP_250235.1|PA1544	cbf5001cdb797fd5836264fd1665a83d	244	Pfam	PF00027	Cyclic nucleotide-binding domain	45	129	2.1E-16	T	05-02-2023	IPR000595	Cyclic nucleotide-binding domain	-
NP_250235.1|PA1544	cbf5001cdb797fd5836264fd1665a83d	244	Pfam	PF00325	Bacterial regulatory proteins, crp family	188	219	1.5E-17	T	05-02-2023	IPR012318	Crp-type HTH domain	GO:0003677|GO:0006355
NP_250235.1|PA1544	cbf5001cdb797fd5836264fd1665a83d	244	FunFam	G3DSA:2.60.120.10:FF:000004	Fumarate/nitrate reduction transcriptional regulator Fnr	14	159	4.8E-72	T	05-02-2023	-	-
NP_252694.1|PA4005	fdeea7d54955d5362d7e550a9b615e08	118	PANTHER	PTHR21043	IOJAP SUPERFAMILY ORTHOLOG	8	116	5.0E-32	T	05-02-2023	IPR004394	Protein Iojap/ribosomal silencing factor RsfS	-
NP_252694.1|PA4005	fdeea7d54955d5362d7e550a9b615e08	118	SUPERFAMILY	SSF81301	Nucleotidyltransferase	1	111	8.66E-41	T	05-02-2023	IPR043519	Nucleotidyltransferase superfamily	-
NP_252694.1|PA4005	fdeea7d54955d5362d7e550a9b615e08	118	Pfam	PF02410	Ribosomal silencing factor during starvation	10	104	4.5E-29	T	05-02-2023	-	-
NP_252527.1|PA3838	23bba1a92126994a411a2cbc03358f08	264	Pfam	PF00005	ABC transporter	22	177	7.8E-26	T	05-02-2023	IPR003439	ABC transporter-like, ATP-binding domain	GO:0005524
NP_252527.1|PA3838	23bba1a92126994a411a2cbc03358f08	264	PANTHER	PTHR42788	TAURINE IMPORT ATP-BINDING PROTEIN-RELATED	2	236	1.3E-44	T	05-02-2023	-	-
NP_252527.1|PA3838	23bba1a92126994a411a2cbc03358f08	264	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	1	233	1.41E-49	T	05-02-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-
NP_249092.1|PA0401	a7281aa3abe7443ce2fb04a4172a4fbd	423	SUPERFAMILY	SSF51556	Metallo-dependent hydrolases	56	367	4.4E-88	T	05-02-2023	IPR032466	Metal-dependent hydrolase	-
NP_249092.1|PA0401	a7281aa3abe7443ce2fb04a4172a4fbd	423	SUPERFAMILY	SSF51338	Composite domain of metallo-dependent hydrolases	1	422	4.32E-24	T	05-02-2023	IPR011059	Metal-dependent hydrolase, composite domain superfamily	GO:0016810
NP_249092.1|PA0401	a7281aa3abe7443ce2fb04a4172a4fbd	423	Pfam	PF01979	Amidohydrolase family	203	419	3.3E-13	T	05-02-2023	IPR006680	Amidohydrolase-related	GO:0016787
NP_249092.1|PA0401	a7281aa3abe7443ce2fb04a4172a4fbd	423	PANTHER	PTHR43668	ALLANTOINASE	1	420	8.6E-80	T	05-02-2023	-	-
NP_249092.1|PA0401	a7281aa3abe7443ce2fb04a4172a4fbd	423	CDD	cd01317	DHOase_IIa	45	413	0.0	T	05-02-2023	IPR004722	Dihydroorotase	GO:0004151|GO:0006221|GO:0046872
NP_249828.1|PA1137	fa6bf21dc554bba3b7555faf8de0075f	328	SUPERFAMILY	SSF50129	GroES-like	1	140	6.7E-39	T	05-02-2023	IPR011032	GroES-like superfamily	-
NP_249828.1|PA1137	fa6bf21dc554bba3b7555faf8de0075f	328	CDD	cd05276	p53_inducible_oxidoreductase	1	324	0.0	T	05-02-2023	IPR014189	Quinone oxidoreductase PIG3	-
NP_249828.1|PA1137	fa6bf21dc554bba3b7555faf8de0075f	328	Pfam	PF13602	Zinc-binding dehydrogenase	184	324	1.5E-26	T	05-02-2023	-	-
NP_249828.1|PA1137	fa6bf21dc554bba3b7555faf8de0075f	328	PANTHER	PTHR48106	QUINONE OXIDOREDUCTASE PIG3-RELATED	1	325	2.3E-93	T	05-02-2023	-	-
NP_249828.1|PA1137	fa6bf21dc554bba3b7555faf8de0075f	328	Pfam	PF08240	Alcohol dehydrogenase GroES-like domain	28	87	2.3E-9	T	05-02-2023	IPR013154	Alcohol dehydrogenase-like, N-terminal	-
NP_249828.1|PA1137	fa6bf21dc554bba3b7555faf8de0075f	328	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	111	288	1.27E-47	T	05-02-2023	IPR036291	NAD(P)-binding domain superfamily	-
NP_253502.1|PA4815	57d12964cd130070f6c9c17de2de2677	149	PANTHER	PTHR34821	INNER MEMBRANE PROTEIN YDCZ	6	148	6.1E-37	T	05-02-2023	IPR006750	Putative inner membrane exporter, YdcZ	-
NP_253502.1|PA4815	57d12964cd130070f6c9c17de2de2677	149	Pfam	PF04657	Putative inner membrane exporter, YdcZ	8	144	4.3E-41	T	05-02-2023	IPR006750	Putative inner membrane exporter, YdcZ	-
NP_249887.1|PA1196	4213d91d48273195b73cd09165979418	466	CDD	cd00130	PAS	30	68	0.00829798	T	05-02-2023	IPR000014	PAS domain	-
NP_249887.1|PA1196	4213d91d48273195b73cd09165979418	466	Pfam	PF02954	Bacterial regulatory protein, Fis family	416	455	8.6E-10	T	05-02-2023	IPR002197	DNA binding HTH domain,  Fis-type	GO:0043565
NP_249887.1|PA1196	4213d91d48273195b73cd09165979418	466	SUPERFAMILY	SSF55785	PYP-like sensor domain (PAS domain)	22	124	3.14E-12	T	05-02-2023	IPR035965	PAS domain superfamily	-
NP_249887.1|PA1196	4213d91d48273195b73cd09165979418	466	CDD	cd00009	AAA	153	315	1.69083E-24	T	05-02-2023	-	-
NP_249887.1|PA1196	4213d91d48273195b73cd09165979418	466	SUPERFAMILY	SSF46689	Homeodomain-like	385	458	7.89E-12	T	05-02-2023	IPR009057	Homeobox-like domain superfamily	-
NP_249887.1|PA1196	4213d91d48273195b73cd09165979418	466	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	155	384	3.75E-59	T	05-02-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-
NP_249887.1|PA1196	4213d91d48273195b73cd09165979418	466	Pfam	PF08448	PAS fold	27	135	4.1E-16	T	05-02-2023	IPR013656	PAS fold-4	-
NP_249887.1|PA1196	4213d91d48273195b73cd09165979418	466	Pfam	PF00158	Sigma-54 interaction domain	150	309	2.8E-59	T	05-02-2023	IPR002078	RNA polymerase sigma factor 54 interaction domain	GO:0005524|GO:0006355|GO:0008134
NP_249887.1|PA1196	4213d91d48273195b73cd09165979418	466	PANTHER	PTHR32071	TRANSCRIPTIONAL REGULATORY PROTEIN	138	460	1.9E-108	T	05-02-2023	-	-
NP_249887.1|PA1196	4213d91d48273195b73cd09165979418	466	FunFam	G3DSA:3.40.50.300:FF:000006	DNA-binding transcriptional regulator NtrC	141	315	8.1E-62	T	05-02-2023	-	-
NP_253403.1|PA4715	16a2f293987aa8ba91438f27db7a9f8d	411	PANTHER	PTHR42832	AMINO ACID AMINOTRANSFERASE	10	397	0.0	T	05-02-2023	-	-
NP_253403.1|PA4715	16a2f293987aa8ba91438f27db7a9f8d	411	CDD	cd00609	AAT_like	39	392	1.26359E-111	T	05-02-2023	-	-
NP_253403.1|PA4715	16a2f293987aa8ba91438f27db7a9f8d	411	SUPERFAMILY	SSF53383	PLP-dependent transferases	10	394	1.88E-106	T	05-02-2023	IPR015424	Pyridoxal phosphate-dependent transferase	-
NP_253403.1|PA4715	16a2f293987aa8ba91438f27db7a9f8d	411	FunFam	G3DSA:3.40.640.10:FF:000018	Alanine aminotransferase AlaC	50	290	0.0	T	05-02-2023	-	-
NP_253403.1|PA4715	16a2f293987aa8ba91438f27db7a9f8d	411	Pfam	PF00155	Aminotransferase class I and II	37	386	5.3E-59	T	05-02-2023	IPR004839	Aminotransferase, class I/classII	GO:0009058|GO:0030170
NP_253403.1|PA4715	16a2f293987aa8ba91438f27db7a9f8d	411	FunFam	G3DSA:3.90.1150.10:FF:000015	Alanine aminotransferase AlaC	280	379	1.2E-53	T	05-02-2023	-	-
NP_252003.1|PA3313	5ac8ce6ff20323be9e8b7c4884b8feff	335	CDD	cd13572	PBP2_PnhD_2	79	325	1.00459E-123	T	05-02-2023	-	-
NP_252003.1|PA3313	5ac8ce6ff20323be9e8b7c4884b8feff	335	Pfam	PF12974	ABC transporter, phosphonate, periplasmic substrate-binding protein	82	321	2.0E-69	T	05-02-2023	-	-
NP_252003.1|PA3313	5ac8ce6ff20323be9e8b7c4884b8feff	335	SUPERFAMILY	SSF53850	Periplasmic binding protein-like II	101	283	4.36E-41	T	05-02-2023	-	-
NP_252003.1|PA3313	5ac8ce6ff20323be9e8b7c4884b8feff	335	PANTHER	PTHR35841	PHOSPHONATES-BINDING PERIPLASMIC PROTEIN	58	331	1.3E-43	T	05-02-2023	-	-
NP_251032.1|PA2342	3eefadc15349047b14f294c4f5f102ed	491	FunFam	G3DSA:3.40.50.720:FF:000129	D-mannonate oxidoreductase	2	285	8.1E-124	T	05-02-2023	-	-
NP_251032.1|PA2342	3eefadc15349047b14f294c4f5f102ed	491	Pfam	PF08125	Mannitol dehydrogenase C-terminal domain	221	443	4.6E-76	T	05-02-2023	IPR013118	Mannitol dehydrogenase, C-terminal	GO:0016491
NP_251032.1|PA2342	3eefadc15349047b14f294c4f5f102ed	491	Pfam	PF01232	Mannitol dehydrogenase Rossmann domain	27	192	7.5E-47	T	05-02-2023	IPR013131	Mannitol dehydrogenase, N-terminal	GO:0016491
NP_251032.1|PA2342	3eefadc15349047b14f294c4f5f102ed	491	PANTHER	PTHR43362	MANNITOL DEHYDROGENASE DSF1-RELATED	7	490	0.0	T	05-02-2023	-	-
NP_251032.1|PA2342	3eefadc15349047b14f294c4f5f102ed	491	SUPERFAMILY	SSF48179	6-phosphogluconate dehydrogenase C-terminal domain-like	287	490	2.41E-61	T	05-02-2023	IPR008927	6-phosphogluconate dehydrogenase-like, C-terminal domain superfamily	-
NP_251032.1|PA2342	3eefadc15349047b14f294c4f5f102ed	491	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	2	286	3.15E-104	T	05-02-2023	IPR036291	NAD(P)-binding domain superfamily	-
NP_251357.1|PA2667	c4db9f81fcfd1f05274f0299be2f8677	117	CDD	cd16170	MvaT_DBD	75	116	2.05925E-21	T	05-02-2023	IPR035616	MvaT, DNA-binding domain	-
NP_251357.1|PA2667	c4db9f81fcfd1f05274f0299be2f8677	117	Pfam	PF00816	H-NS histone family	13	105	1.8E-6	T	05-02-2023	IPR001801	Histone-like protein H-NS	GO:0003677|GO:0006355|GO:0030527
NP_252323.1|PA3633	3ed5656cd1a3bf169d767ca13b889b71	234	FunFam	G3DSA:3.90.550.10:FF:000003	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	7	232	3.2E-69	T	05-02-2023	-	-
NP_252323.1|PA3633	3ed5656cd1a3bf169d767ca13b889b71	234	PANTHER	PTHR32125	2-C-METHYL-D-ERYTHRITOL 4-PHOSPHATE CYTIDYLYLTRANSFERASE, CHLOROPLASTIC	9	231	8.1E-55	T	05-02-2023	-	-
NP_252323.1|PA3633	3ed5656cd1a3bf169d767ca13b889b71	234	Pfam	PF01128	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	11	227	2.6E-64	T	05-02-2023	IPR034683	Cytidylyltransferase IspD/TarI	GO:0070567
NP_252323.1|PA3633	3ed5656cd1a3bf169d767ca13b889b71	234	CDD	cd02516	CDP-ME_synthetase	9	228	4.17242E-82	T	05-02-2023	IPR034683	Cytidylyltransferase IspD/TarI	GO:0070567
NP_252323.1|PA3633	3ed5656cd1a3bf169d767ca13b889b71	234	SUPERFAMILY	SSF53448	Nucleotide-diphospho-sugar transferases	10	230	5.18E-55	T	05-02-2023	IPR029044	Nucleotide-diphospho-sugar transferases	-
NP_252333.1|PA3643	0cc3404681b7140224d397a089511073	378	FunFam	G3DSA:3.40.50.2000:FF:000245	Lipid-A-disaccharide synthase	170	371	0.0	T	05-02-2023	-	-
NP_252333.1|PA3643	0cc3404681b7140224d397a089511073	378	PANTHER	PTHR30372	LIPID-A-DISACCHARIDE SYNTHASE	5	377	7.0E-111	T	05-02-2023	IPR003835	Glycosyl transferase, family 19	GO:0008915|GO:0009245
NP_252333.1|PA3643	0cc3404681b7140224d397a089511073	378	Pfam	PF02684	Lipid-A-disaccharide synthetase	7	360	3.3E-121	T	05-02-2023	IPR003835	Glycosyl transferase, family 19	GO:0008915|GO:0009245
NP_252333.1|PA3643	0cc3404681b7140224d397a089511073	378	SUPERFAMILY	SSF53756	UDP-Glycosyltransferase/glycogen phosphorylase	6	375	1.54E-38	T	05-02-2023	-	-
NP_253563.1|PA4876	e4653b518844416529f3665cff0f5ddb	114	Pfam	PF04355	SmpA / OmlA family	31	96	1.7E-14	T	05-02-2023	IPR007450	Lipoprotein SmpA/OmlA	GO:0019867
NP_253530.1|PA4843	daafc09914968fb23bbe6aca45e9a83f	542	CDD	cd01949	GGDEF	379	534	8.25412E-59	T	05-02-2023	IPR000160	GGDEF domain	-
NP_253530.1|PA4843	daafc09914968fb23bbe6aca45e9a83f	542	SUPERFAMILY	SSF52172	CheY-like	134	243	3.22E-5	T	05-02-2023	IPR011006	CheY-like superfamily	-
NP_253530.1|PA4843	daafc09914968fb23bbe6aca45e9a83f	542	PANTHER	PTHR45138	REGULATORY COMPONENTS OF SENSORY TRANSDUCTION SYSTEM	64	539	3.8E-93	T	05-02-2023	-	-
NP_253530.1|PA4843	daafc09914968fb23bbe6aca45e9a83f	542	FunFam	G3DSA:3.30.70.270:FF:000001	Diguanylate cyclase domain protein	372	538	8.4E-49	T	05-02-2023	-	-
NP_253530.1|PA4843	daafc09914968fb23bbe6aca45e9a83f	542	CDD	cd00156	REC	253	353	5.43678E-23	T	05-02-2023	-	-
NP_253530.1|PA4843	daafc09914968fb23bbe6aca45e9a83f	542	Pfam	PF00072	Response regulator receiver domain	252	363	1.4E-21	T	05-02-2023	IPR001789	Signal transduction response regulator, receiver domain	GO:0000160
NP_253530.1|PA4843	daafc09914968fb23bbe6aca45e9a83f	542	Pfam	PF00990	Diguanylate cyclase, GGDEF domain	379	533	2.9E-41	T	05-02-2023	IPR000160	GGDEF domain	-
NP_253530.1|PA4843	daafc09914968fb23bbe6aca45e9a83f	542	SUPERFAMILY	SSF52172	CheY-like	246	378	7.26E-30	T	05-02-2023	IPR011006	CheY-like superfamily	-
NP_253530.1|PA4843	daafc09914968fb23bbe6aca45e9a83f	542	SUPERFAMILY	SSF55073	Nucleotide cyclase	382	539	5.49E-48	T	05-02-2023	IPR029787	Nucleotide cyclase	-
NP_253530.1|PA4843	daafc09914968fb23bbe6aca45e9a83f	542	FunFam	G3DSA:3.40.50.2300:FF:000346	Diguanylate cyclase response regulator	247	375	3.8E-63	T	05-02-2023	-	-
NP_253167.1|PA4477	191ae1f88d11e97d6dab3eff5e629468	485	Pfam	PF00575	S1 RNA binding domain	38	100	8.0E-8	T	05-02-2023	IPR003029	S1 domain	GO:0003676
NP_253167.1|PA4477	191ae1f88d11e97d6dab3eff5e629468	485	SUPERFAMILY	SSF50249	Nucleic acid-binding proteins	39	118	1.94E-19	T	05-02-2023	IPR012340	Nucleic acid-binding, OB-fold	-
NP_253167.1|PA4477	191ae1f88d11e97d6dab3eff5e629468	485	CDD	cd04453	S1_RNase_E	34	119	7.17204E-37	T	05-02-2023	-	-
NP_253167.1|PA4477	191ae1f88d11e97d6dab3eff5e629468	485	PANTHER	PTHR30001	RIBONUCLEASE	3	483	0.0	T	05-02-2023	IPR004659	Ribonuclease E/G	GO:0003723|GO:0004540|GO:0006396
NP_253167.1|PA4477	191ae1f88d11e97d6dab3eff5e629468	485	Pfam	PF10150	Ribonuclease E/G family	115	389	5.5E-105	T	05-02-2023	IPR019307	RNA-binding protein AU-1/Ribonuclease E/G	GO:0003723
NP_253167.1|PA4477	191ae1f88d11e97d6dab3eff5e629468	485	FunFam	G3DSA:3.40.1260.20:FF:000001	Ribonuclease G Rng	399	485	6.3E-41	T	05-02-2023	-	-
NP_253531.1|PA4844	9e815dbaed49369d35261f84e9db775c	657	Pfam	PF00015	Methyl-accepting chemotaxis protein (MCP) signalling domain	469	622	3.7E-41	T	05-02-2023	IPR004089	Methyl-accepting chemotaxis protein (MCP) signalling domain	GO:0007165|GO:0016020
NP_253531.1|PA4844	9e815dbaed49369d35261f84e9db775c	657	SUPERFAMILY	SSF58104	Methyl-accepting chemotaxis protein (MCP) signaling domain	358	657	2.35E-66	T	05-02-2023	-	-
NP_253531.1|PA4844	9e815dbaed49369d35261f84e9db775c	657	FunFam	G3DSA:1.10.287.950:FF:000001	Methyl-accepting chemotaxis sensory transducer	327	657	1.5E-79	T	05-02-2023	-	-
NP_253531.1|PA4844	9e815dbaed49369d35261f84e9db775c	657	CDD	cd11386	MCP_signal	423	620	2.94836E-49	T	05-02-2023	-	-
NP_253531.1|PA4844	9e815dbaed49369d35261f84e9db775c	657	PANTHER	PTHR32089	METHYL-ACCEPTING CHEMOTAXIS PROTEIN MCPB	71	656	7.8E-92	T	05-02-2023	-	-
NP_248877.1|PA0187	ecbe708ba037eeaaee0318866c497f2c	271	PANTHER	PTHR10696	GAMMA-BUTYROBETAINE HYDROXYLASE-RELATED	27	250	1.7E-18	T	05-02-2023	-	-
NP_248877.1|PA0187	ecbe708ba037eeaaee0318866c497f2c	271	Pfam	PF02668	Taurine catabolism dioxygenase TauD, TfdA family	15	251	1.4E-34	T	05-02-2023	IPR003819	TauD/TfdA-like domain	GO:0016491
NP_248877.1|PA0187	ecbe708ba037eeaaee0318866c497f2c	271	CDD	cd00250	CAS_like	4	258	6.40328E-50	T	05-02-2023	-	-
NP_248877.1|PA0187	ecbe708ba037eeaaee0318866c497f2c	271	SUPERFAMILY	SSF51197	Clavaminate synthase-like	9	253	1.79E-41	T	05-02-2023	-	-
NP_248707.1|PA0017	cf450b7dd3d97e4b822eb06fef22df27	434	SUPERFAMILY	SSF53335	S-adenosyl-L-methionine-dependent methyltransferases	135	431	2.89E-71	T	05-02-2023	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase superfamily	-
NP_248707.1|PA0017	cf450b7dd3d97e4b822eb06fef22df27	434	PANTHER	PTHR22807	NOP2 YEAST -RELATED NOL1/NOP2/FMU SUN  DOMAIN-CONTAINING	122	432	7.2E-66	T	05-02-2023	IPR023267	RNA (C5-cytosine) methyltransferase	GO:0001510
NP_248707.1|PA0017	cf450b7dd3d97e4b822eb06fef22df27	434	Pfam	PF01189	16S rRNA methyltransferase RsmB/F	239	428	7.6E-63	T	05-02-2023	IPR001678	SAM-dependent methyltransferase RsmB/NOP2-type	GO:0008168
NP_248707.1|PA0017	cf450b7dd3d97e4b822eb06fef22df27	434	SUPERFAMILY	SSF48013	NusB-like	1	146	4.45E-35	T	05-02-2023	IPR035926	NusB-like superfamily	-
NP_248707.1|PA0017	cf450b7dd3d97e4b822eb06fef22df27	434	Pfam	PF01029	NusB family	1	123	4.3E-20	T	05-02-2023	IPR006027	NusB/RsmB/TIM44	GO:0003723|GO:0006355
NP_248707.1|PA0017	cf450b7dd3d97e4b822eb06fef22df27	434	FunFam	G3DSA:3.40.50.150:FF:000022	Ribosomal RNA small subunit methyltransferase B	231	431	7.6E-73	T	05-02-2023	-	-
NP_248707.1|PA0017	cf450b7dd3d97e4b822eb06fef22df27	434	CDD	cd02440	AdoMet_MTases	246	370	1.69416E-6	T	05-02-2023	-	-
NP_248707.1|PA0017	cf450b7dd3d97e4b822eb06fef22df27	434	FunFam	G3DSA:3.30.70.1170:FF:000002	Ribosomal RNA small subunit methyltransferase B	170	227	1.3E-22	T	05-02-2023	-	-
NP_249938.1|PA1247	937f34d461ca0c798ff53cb25ac94da1	432	PANTHER	PTHR30386	MEMBRANE FUSION SUBUNIT OF EMRAB-TOLC MULTIDRUG EFFLUX PUMP	10	426	3.7E-80	T	05-02-2023	-	-
NP_249938.1|PA1247	937f34d461ca0c798ff53cb25ac94da1	432	Pfam	PF00529	Cation efflux system protein CusB domain 1	23	388	2.1E-20	T	05-02-2023	IPR043602	Cation efflux system protein CusB,  domain 1	GO:0055085
