id_protein	md5	seq_len	analysis	id_analysis	desc_analysis	start	stop	score	status	date	id_inter	desc_inter	id_go	type
NP_216815.1	f57543b3006ccfd0e4fa36fb9b5ebda1	647	SUPERFAMILY	SSF55874	ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase	5	220	5.89e-60	T	08-02-2023	IPR036890	Histidine kinase/HSP90-like ATPase superfamily	NaN	HOMOLOGOUS_SUPERFAMILY
NP_216815.1	f57543b3006ccfd0e4fa36fb9b5ebda1	647	PANTHER	PTHR11528	HEAT SHOCK PROTEIN 90 FAMILY MEMBER	6	637	0.0	T	08-02-2023	IPR001404	Heat shock protein Hsp90 family	GO:0005524	FAMILY
NP_216815.1	f57543b3006ccfd0e4fa36fb9b5ebda1	647	PANTHER	PTHR11528	HEAT SHOCK PROTEIN 90 FAMILY MEMBER	6	637	0.0	T	08-02-2023	IPR001404	Heat shock protein Hsp90 family	GO:0006457	FAMILY
NP_216815.1	f57543b3006ccfd0e4fa36fb9b5ebda1	647	PANTHER	PTHR11528	HEAT SHOCK PROTEIN 90 FAMILY MEMBER	6	637	0.0	T	08-02-2023	IPR001404	Heat shock protein Hsp90 family	GO:0016887	FAMILY
NP_216815.1	f57543b3006ccfd0e4fa36fb9b5ebda1	647	PANTHER	PTHR11528	HEAT SHOCK PROTEIN 90 FAMILY MEMBER	6	637	0.0	T	08-02-2023	IPR001404	Heat shock protein Hsp90 family	GO:0051082	FAMILY
NP_216815.1	f57543b3006ccfd0e4fa36fb9b5ebda1	647	PANTHER	PTHR11528	HEAT SHOCK PROTEIN 90 FAMILY MEMBER	6	637	0.0	T	08-02-2023	IPR001404	Heat shock protein Hsp90 family	GO:0140662	FAMILY
NP_216815.1	f57543b3006ccfd0e4fa36fb9b5ebda1	647	Pfam	PF13589	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	33	157	6.8e-11	T	08-02-2023	NaN	NaN	NaN	NaN
NP_216815.1	f57543b3006ccfd0e4fa36fb9b5ebda1	647	CDD	cd16927	HATPase_Hsp90-like	15	210	1.25551e-95	T	08-02-2023	NaN	NaN	NaN	NaN
NP_216815.1	f57543b3006ccfd0e4fa36fb9b5ebda1	647	FunFam	G3DSA:3.40.50.11260:FF:000005	Heat shock protein 90	414	500	1.4e-31	T	08-02-2023	NaN	NaN	NaN	NaN
NP_216815.1	f57543b3006ccfd0e4fa36fb9b5ebda1	647	SUPERFAMILY	SSF110942	HSP90 C-terminal domain	525	643	5.36e-33	T	08-02-2023	IPR037196	HSP90, C-terminal domain	NaN	HOMOLOGOUS_SUPERFAMILY
NP_216815.1	f57543b3006ccfd0e4fa36fb9b5ebda1	647	FunFam	G3DSA:1.20.120.790:FF:000006	Chaperone protein HtpG	507	644	4e-55	T	08-02-2023	NaN	NaN	NaN	NaN
NP_216815.1	f57543b3006ccfd0e4fa36fb9b5ebda1	647	FunFam	G3DSA:3.30.565.10:FF:000009	Molecular chaperone HtpG	2	226	1.1999999999999999e-90	T	08-02-2023	NaN	NaN	NaN	NaN
NP_216815.1	f57543b3006ccfd0e4fa36fb9b5ebda1	647	FunFam	G3DSA:3.30.230.80:FF:000002	Molecular chaperone HtpG	246	413	2e-79	T	08-02-2023	NaN	NaN	NaN	NaN
NP_216815.1	f57543b3006ccfd0e4fa36fb9b5ebda1	647	SUPERFAMILY	SSF54211	Ribosomal protein S5 domain 2-like	247	500	8.339999999999999e-94	T	08-02-2023	IPR020568	Ribosomal protein S5 domain 2-type fold	NaN	HOMOLOGOUS_SUPERFAMILY
NP_218041.1	cd02c4d9a174ca2b6db99d460f834623	343	Pfam	PF01436	NHL repeat	149	172	0.00016	T	08-02-2023	IPR001258	NHL repeat	GO:0005515	REPEAT
NP_218041.1	cd02c4d9a174ca2b6db99d460f834623	343	Pfam	PF01436	NHL repeat	231	255	0.0002	T	08-02-2023	IPR001258	NHL repeat	GO:0005515	REPEAT
NP_218041.1	cd02c4d9a174ca2b6db99d460f834623	343	Pfam	PF01436	NHL repeat	272	298	4.1e-06	T	08-02-2023	IPR001258	NHL repeat	GO:0005515	REPEAT
NP_218041.1	cd02c4d9a174ca2b6db99d460f834623	343	PANTHER	PTHR24104	E3 UBIQUITIN-PROTEIN LIGASE NHLRC1-RELATED	149	335	1.8e-27	T	08-02-2023	NaN	NaN	NaN	NaN
NP_218041.1	cd02c4d9a174ca2b6db99d460f834623	343	CDD	cd14952	NHL_PKND_like	97	341	1.2022600000000001e-122	T	08-02-2023	IPR035016	Protein kinase PknD, NHL repeat domain	NaN	DOMAIN
NP_218041.1	cd02c4d9a174ca2b6db99d460f834623	343	SUPERFAMILY	SSF101898	NHL repeat	93	338	1.83e-40	T	08-02-2023	NaN	NaN	NaN	NaN
NP_216568.1	e0009499e668b6469798cccf00077d2d	534	SUPERFAMILY	SSF51338	Composite domain of metallo-dependent hydrolases	8	78	1.23e-14	T	08-02-2023	IPR011059	Metal-dependent hydrolase, composite domain superfamily	GO:0016810	HOMOLOGOUS_SUPERFAMILY
NP_216568.1	e0009499e668b6469798cccf00077d2d	534	SUPERFAMILY	SSF51556	Metallo-dependent hydrolases	60	465	1.48e-31	T	08-02-2023	IPR032466	Metal-dependent hydrolase	NaN	HOMOLOGOUS_SUPERFAMILY
NP_216568.1	e0009499e668b6469798cccf00077d2d	534	CDD	cd01300	YtcJ_like	24	481	5.03662e-99	T	08-02-2023	IPR033932	YtcJ like	NaN	FAMILY
NP_216568.1	e0009499e668b6469798cccf00077d2d	534	Pfam	PF07969	Amidohydrolase family	49	533	1.6e-106	T	08-02-2023	IPR013108	Amidohydrolase 3	NaN	DOMAIN
NP_216568.1	e0009499e668b6469798cccf00077d2d	534	PANTHER	PTHR22642	IMIDAZOLONEPROPIONASE	5	533	1.1e-88	T	08-02-2023	NaN	NaN	NaN	NaN
NP_215660.1	a0367f036c8eb1ee00c5fac3ef60aacb	250	CDD	cd05371	HSD10-like_SDR_c	4	249	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
NP_215660.1	a0367f036c8eb1ee00c5fac3ef60aacb	250	PANTHER	PTHR43658	SHORT-CHAIN DEHYDROGENASE/REDUCTASE	3	249	1.4999999999999998e-91	T	08-02-2023	NaN	NaN	NaN	NaN
NP_215660.1	a0367f036c8eb1ee00c5fac3ef60aacb	250	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	7	246	2.8e-55	T	08-02-2023	IPR036291	NAD(P)-binding domain superfamily	NaN	HOMOLOGOUS_SUPERFAMILY
NP_215660.1	a0367f036c8eb1ee00c5fac3ef60aacb	250	FunFam	G3DSA:3.40.50.720:FF:000215	3-hydroxyacyl-CoA dehydrogenase type-2	1	249	1.8e-116	T	08-02-2023	NaN	NaN	NaN	NaN
NP_215660.1	a0367f036c8eb1ee00c5fac3ef60aacb	250	Pfam	PF00106	short chain dehydrogenase	7	198	2.6e-41	T	08-02-2023	IPR002347	Short-chain dehydrogenase/reductase SDR	NaN	FAMILY
NP_217577.1	3d451624790c06c87428b74b8eb5d7f1	721	PANTHER	PTHR43292	ACYL-COA DEHYDROGENASE	349	718	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
NP_217577.1	3d451624790c06c87428b74b8eb5d7f1	721	Pfam	PF02771	Acyl-CoA dehydrogenase, N-terminal domain	367	455	3.6e-05	T	08-02-2023	IPR013786	Acyl-CoA dehydrogenase/oxidase, N-terminal	GO:0016627	DOMAIN
NP_217577.1	3d451624790c06c87428b74b8eb5d7f1	721	Pfam	PF02771	Acyl-CoA dehydrogenase, N-terminal domain	367	455	3.6e-05	T	08-02-2023	IPR013786	Acyl-CoA dehydrogenase/oxidase, N-terminal	GO:0050660	DOMAIN
NP_217577.1	3d451624790c06c87428b74b8eb5d7f1	721	Pfam	PF02771	Acyl-CoA dehydrogenase, N-terminal domain	6	116	4.6e-19	T	08-02-2023	IPR013786	Acyl-CoA dehydrogenase/oxidase, N-terminal	GO:0016627	DOMAIN
NP_217577.1	3d451624790c06c87428b74b8eb5d7f1	721	Pfam	PF02771	Acyl-CoA dehydrogenase, N-terminal domain	6	116	4.6e-19	T	08-02-2023	IPR013786	Acyl-CoA dehydrogenase/oxidase, N-terminal	GO:0050660	DOMAIN
NP_217577.1	3d451624790c06c87428b74b8eb5d7f1	721	SUPERFAMILY	SSF47203	Acyl-CoA dehydrogenase C-terminal domain-like	205	343	1.32e-30	T	08-02-2023	IPR036250	Acyl-CoA dehydrogenase-like, C-terminal	GO:0016627	HOMOLOGOUS_SUPERFAMILY
NP_217577.1	3d451624790c06c87428b74b8eb5d7f1	721	SUPERFAMILY	SSF47203	Acyl-CoA dehydrogenase C-terminal domain-like	205	343	1.32e-30	T	08-02-2023	IPR036250	Acyl-CoA dehydrogenase-like, C-terminal	GO:0016627	HOMOLOGOUS_SUPERFAMILY
NP_217577.1	3d451624790c06c87428b74b8eb5d7f1	721	FunFam	G3DSA:1.20.140.10:FF:000028	Acyl-CoA dehydrogenase FadE34	208	344	2.6e-68	T	08-02-2023	NaN	NaN	NaN	NaN
NP_217577.1	3d451624790c06c87428b74b8eb5d7f1	721	SUPERFAMILY	SSF47203	Acyl-CoA dehydrogenase C-terminal domain-like	567	713	4.35e-13	T	08-02-2023	IPR036250	Acyl-CoA dehydrogenase-like, C-terminal	GO:0016627	HOMOLOGOUS_SUPERFAMILY
NP_217577.1	3d451624790c06c87428b74b8eb5d7f1	721	SUPERFAMILY	SSF47203	Acyl-CoA dehydrogenase C-terminal domain-like	567	713	4.35e-13	T	08-02-2023	IPR036250	Acyl-CoA dehydrogenase-like, C-terminal	GO:0016627	HOMOLOGOUS_SUPERFAMILY
NP_217577.1	3d451624790c06c87428b74b8eb5d7f1	721	Pfam	PF02770	Acyl-CoA dehydrogenase, middle domain	461	555	9.2e-18	T	08-02-2023	IPR006091	Acyl-CoA oxidase/dehydrogenase, middle domain	GO:0016627	DOMAIN
NP_217577.1	3d451624790c06c87428b74b8eb5d7f1	721	Pfam	PF00441	Acyl-CoA dehydrogenase, C-terminal domain	567	712	4e-18	T	08-02-2023	IPR009075	Acyl-CoA dehydrogenase/oxidase C-terminal	GO:0016627	DOMAIN
NP_217577.1	3d451624790c06c87428b74b8eb5d7f1	721	Pfam	PF00441	Acyl-CoA dehydrogenase, C-terminal domain	204	328	2.6e-22	T	08-02-2023	IPR009075	Acyl-CoA dehydrogenase/oxidase C-terminal	GO:0016627	DOMAIN
NP_217577.1	3d451624790c06c87428b74b8eb5d7f1	721	SUPERFAMILY	SSF56645	Acyl-CoA dehydrogenase NM domain-like	381	580	1.0299999999999999e-52	T	08-02-2023	IPR009100	Acyl-CoA dehydrogenase/oxidase, N-terminal and middle domain superfamily	GO:0016627	HOMOLOGOUS_SUPERFAMILY
NP_217577.1	3d451624790c06c87428b74b8eb5d7f1	721	SUPERFAMILY	SSF56645	Acyl-CoA dehydrogenase NM domain-like	381	580	1.0299999999999999e-52	T	08-02-2023	IPR009100	Acyl-CoA dehydrogenase/oxidase, N-terminal and middle domain superfamily	GO:0016627	HOMOLOGOUS_SUPERFAMILY
NP_217577.1	3d451624790c06c87428b74b8eb5d7f1	721	FunFam	G3DSA:2.40.110.10:FF:000011	Acyl-CoA dehydrogenase FadE34	461	571	5.6e-52	T	08-02-2023	NaN	NaN	NaN	NaN
NP_217577.1	3d451624790c06c87428b74b8eb5d7f1	721	SUPERFAMILY	SSF56645	Acyl-CoA dehydrogenase NM domain-like	1	199	3.66e-28	T	08-02-2023	IPR009100	Acyl-CoA dehydrogenase/oxidase, N-terminal and middle domain superfamily	GO:0016627	HOMOLOGOUS_SUPERFAMILY
NP_217577.1	3d451624790c06c87428b74b8eb5d7f1	721	SUPERFAMILY	SSF56645	Acyl-CoA dehydrogenase NM domain-like	1	199	3.66e-28	T	08-02-2023	IPR009100	Acyl-CoA dehydrogenase/oxidase, N-terminal and middle domain superfamily	GO:0016627	HOMOLOGOUS_SUPERFAMILY
NP_218341.1	eb8fc9265c5870d6b882aa70c0b15f03	511	FunFam	G3DSA:3.30.559.30:FF:000007	Trehalose-2-sulfate acyltransferase papA2	262	467	2.1999999999999998e-116	T	08-02-2023	NaN	NaN	NaN	NaN
NP_218341.1	eb8fc9265c5870d6b882aa70c0b15f03	511	FunFam	G3DSA:3.30.559.10:FF:000022	Trehalose-2-sulfate acyltransferase papA2	41	228	1.6000000000000001e-111	T	08-02-2023	NaN	NaN	NaN	NaN
NP_218341.1	eb8fc9265c5870d6b882aa70c0b15f03	511	SUPERFAMILY	SSF52777	CoA-dependent acyltransferases	242	464	3.67e-18	T	08-02-2023	NaN	NaN	NaN	NaN
NP_218341.1	eb8fc9265c5870d6b882aa70c0b15f03	511	SUPERFAMILY	SSF52777	CoA-dependent acyltransferases	242	464	3.67e-18	T	08-02-2023	NaN	NaN	NaN	NaN
NP_218341.1	eb8fc9265c5870d6b882aa70c0b15f03	511	Pfam	PF00668	Condensation domain	71	384	1.4e-14	T	08-02-2023	IPR001242	Condensation domain	GO:0003824	DOMAIN
NP_218341.1	eb8fc9265c5870d6b882aa70c0b15f03	511	SUPERFAMILY	SSF52777	CoA-dependent acyltransferases	41	212	2.67e-15	T	08-02-2023	NaN	NaN	NaN	NaN
NP_218341.1	eb8fc9265c5870d6b882aa70c0b15f03	511	SUPERFAMILY	SSF52777	CoA-dependent acyltransferases	41	212	2.67e-15	T	08-02-2023	NaN	NaN	NaN	NaN
NP_216255.1	6362280cd071bc75dadb020d34286825	560	Pfam	PF01740	STAS domain	443	553	1.2e-17	T	08-02-2023	IPR002645	STAS domain	NaN	DOMAIN
NP_216255.1	6362280cd071bc75dadb020d34286825	560	Pfam	PF00916	Sulfate permease family	25	392	2.8e-103	T	08-02-2023	IPR011547	SLC26A/SulP transporter domain	GO:0016020	DOMAIN
NP_216255.1	6362280cd071bc75dadb020d34286825	560	SUPERFAMILY	SSF52091	SpoIIaa-like	446	558	3.73e-12	T	08-02-2023	IPR036513	STAS domain superfamily	NaN	HOMOLOGOUS_SUPERFAMILY
NP_216255.1	6362280cd071bc75dadb020d34286825	560	PANTHER	PTHR11814	SULFATE TRANSPORTER	18	556	6.4e-124	T	08-02-2023	IPR001902	SLC26A/SulP transporter	GO:0016020	FAMILY
NP_216255.1	6362280cd071bc75dadb020d34286825	560	PANTHER	PTHR11814	SULFATE TRANSPORTER	18	556	6.4e-124	T	08-02-2023	IPR001902	SLC26A/SulP transporter	GO:0055085	FAMILY
NP_216255.1	6362280cd071bc75dadb020d34286825	560	CDD	cd07042	STAS_SulP_like_sulfate_transporter	443	550	1.79647e-24	T	08-02-2023	NaN	NaN	NaN	NaN
NP_218213.1	1858022ce0f5fe4f935caa2878162e43	517	FunFam	G3DSA:3.30.420.40:FF:000007	Glycerol kinase	270	513	3e-112	T	08-02-2023	NaN	NaN	NaN	NaN
NP_218213.1	1858022ce0f5fe4f935caa2878162e43	517	SUPERFAMILY	SSF53067	Actin-like ATPase domain	271	514	2.59e-82	T	08-02-2023	IPR043129	ATPase, nucleotide binding domain	NaN	HOMOLOGOUS_SUPERFAMILY
NP_218213.1	1858022ce0f5fe4f935caa2878162e43	517	SUPERFAMILY	SSF53067	Actin-like ATPase domain	271	514	2.59e-82	T	08-02-2023	IPR043129	ATPase, nucleotide binding domain	NaN	HOMOLOGOUS_SUPERFAMILY
NP_218213.1	1858022ce0f5fe4f935caa2878162e43	517	FunFam	G3DSA:3.30.420.40:FF:000008	Glycerol kinase	12	269	3.7e-110	T	08-02-2023	NaN	NaN	NaN	NaN
NP_218213.1	1858022ce0f5fe4f935caa2878162e43	517	Pfam	PF00370	FGGY family of carbohydrate kinases, N-terminal domain	17	268	9.4e-70	T	08-02-2023	IPR018484	Carbohydrate kinase, FGGY, N-terminal	GO:0005975	DOMAIN
NP_218213.1	1858022ce0f5fe4f935caa2878162e43	517	Pfam	PF00370	FGGY family of carbohydrate kinases, N-terminal domain	17	268	9.4e-70	T	08-02-2023	IPR018484	Carbohydrate kinase, FGGY, N-terminal	GO:0016301	DOMAIN
NP_218213.1	1858022ce0f5fe4f935caa2878162e43	517	CDD	cd07789	FGGY_CsGK_like	16	513	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
NP_218213.1	1858022ce0f5fe4f935caa2878162e43	517	SUPERFAMILY	SSF53067	Actin-like ATPase domain	16	271	5.27e-85	T	08-02-2023	IPR043129	ATPase, nucleotide binding domain	NaN	HOMOLOGOUS_SUPERFAMILY
NP_218213.1	1858022ce0f5fe4f935caa2878162e43	517	SUPERFAMILY	SSF53067	Actin-like ATPase domain	16	271	5.27e-85	T	08-02-2023	IPR043129	ATPase, nucleotide binding domain	NaN	HOMOLOGOUS_SUPERFAMILY
NP_218213.1	1858022ce0f5fe4f935caa2878162e43	517	PANTHER	PTHR10196	SUGAR KINASE	17	513	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
NP_218213.1	1858022ce0f5fe4f935caa2878162e43	517	Pfam	PF02782	FGGY family of carbohydrate kinases, C-terminal domain	277	467	3e-60	T	08-02-2023	IPR018485	Carbohydrate kinase, FGGY, C-terminal	GO:0005975	DOMAIN
NP_218213.1	1858022ce0f5fe4f935caa2878162e43	517	Pfam	PF02782	FGGY family of carbohydrate kinases, C-terminal domain	277	467	3e-60	T	08-02-2023	IPR018485	Carbohydrate kinase, FGGY, C-terminal	GO:0016301	DOMAIN
NP_215894.1	93548703605fb6fcac59618d114e69aa	475	Pfam	PF02720	Domain of unknown function (DUF222)	74	345	5.7e-14	T	08-02-2023	IPR003870	Domain of unknown function DUF222	NaN	DOMAIN
NP_215894.1	93548703605fb6fcac59618d114e69aa	475	CDD	cd00085	HNHc	370	414	0.000166269	T	08-02-2023	IPR003615	HNH nuclease	NaN	DOMAIN
YP_178014.1	d6081a3bb79bd8cebe47752bb656d459	304	PANTHER	PTHR43179	RHAMNOSYLTRANSFERASE WBBL	5	254	1e-20	T	08-02-2023	NaN	NaN	NaN	NaN
YP_178014.1	d6081a3bb79bd8cebe47752bb656d459	304	SUPERFAMILY	SSF53448	Nucleotide-diphospho-sugar transferases	3	277	1.0400000000000001e-29	T	08-02-2023	IPR029044	Nucleotide-diphospho-sugar transferases	NaN	HOMOLOGOUS_SUPERFAMILY
YP_178014.1	d6081a3bb79bd8cebe47752bb656d459	304	FunFam	G3DSA:3.90.550.60:FF:000002	Galactofuranosyl transferase GlfT1	2	220	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
YP_178014.1	d6081a3bb79bd8cebe47752bb656d459	304	Pfam	PF13641	Glycosyltransferase like family 2	6	214	3.2e-08	T	08-02-2023	NaN	NaN	NaN	NaN
NP_215488.1	1084e81b97130d06ffcce905e2014e47	667	SUPERFAMILY	SSF51246	Rudiment single hybrid motif	324	447	1.1000000000000001e-30	T	08-02-2023	IPR011054	Rudiment single hybrid motif	NaN	HOMOLOGOUS_SUPERFAMILY
NP_215488.1	1084e81b97130d06ffcce905e2014e47	667	Pfam	PF00364	Biotin-requiring enzyme	590	653	6.7e-18	T	08-02-2023	IPR000089	Biotin/lipoyl attachment	NaN	DOMAIN
NP_215488.1	1084e81b97130d06ffcce905e2014e47	667	Pfam	PF02786	Carbamoyl-phosphate synthase L chain, ATP binding domain	133	317	7.8e-57	T	08-02-2023	IPR005479	Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain	GO:0005524	DOMAIN
NP_215488.1	1084e81b97130d06ffcce905e2014e47	667	SUPERFAMILY	SSF51230	Single hybrid motif	586	655	4.32e-21	T	08-02-2023	IPR011053	Single hybrid motif	NaN	HOMOLOGOUS_SUPERFAMILY
NP_215488.1	1084e81b97130d06ffcce905e2014e47	667	SUPERFAMILY	SSF52440	PreATP-grasp domain	3	111	5.32e-41	T	08-02-2023	IPR016185	Pre-ATP-grasp domain superfamily	NaN	HOMOLOGOUS_SUPERFAMILY
NP_215488.1	1084e81b97130d06ffcce905e2014e47	667	FunFam	G3DSA:3.30.470.20:FF:000028	Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial	1	451	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
NP_215488.1	1084e81b97130d06ffcce905e2014e47	667	SUPERFAMILY	SSF56059	Glutathione synthetase ATP-binding domain-like	81	326	4.6e-54	T	08-02-2023	NaN	NaN	NaN	NaN
NP_215488.1	1084e81b97130d06ffcce905e2014e47	667	PANTHER	PTHR18866	CARBOXYLASE:PYRUVATE/ACETYL-COA/PROPIONYL-COA CARBOXYLASE	582	656	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
NP_215488.1	1084e81b97130d06ffcce905e2014e47	667	CDD	cd06850	biotinyl_domain	589	654	2.4075100000000002e-26	T	08-02-2023	NaN	NaN	NaN	NaN
NP_215488.1	1084e81b97130d06ffcce905e2014e47	667	FunFam	G3DSA:2.40.50.100:FF:000003	Acetyl-CoA carboxylase biotin carboxyl carrier protein	581	655	1.4000000000000002e-23	T	08-02-2023	NaN	NaN	NaN	NaN
NP_215488.1	1084e81b97130d06ffcce905e2014e47	667	Pfam	PF02785	Biotin carboxylase C-terminal domain	329	445	4.8e-27	T	08-02-2023	IPR005482	Biotin carboxylase, C-terminal	NaN	DOMAIN
NP_215488.1	1084e81b97130d06ffcce905e2014e47	667	Pfam	PF00289	Biotin carboxylase, N-terminal domain	3	107	3.8999999999999996e-39	T	08-02-2023	IPR005481	Biotin carboxylase-like, N-terminal domain	NaN	DOMAIN
NP_216013.1	c35c8d871fe98ba519bb00ed43ab0793	429	PANTHER	PTHR43319	BETA-LACTAMASE-RELATED	12	382	1.2e-94	T	08-02-2023	NaN	NaN	NaN	NaN
NP_216013.1	c35c8d871fe98ba519bb00ed43ab0793	429	Pfam	PF00144	Beta-lactamase	45	382	8.400000000000001e-58	T	08-02-2023	IPR001466	Beta-lactamase-related	NaN	DOMAIN
NP_216013.1	c35c8d871fe98ba519bb00ed43ab0793	429	SUPERFAMILY	SSF56601	beta-lactamase/transpeptidase-like	29	386	5.47e-60	T	08-02-2023	IPR012338	Beta-lactamase/transpeptidase-like	NaN	HOMOLOGOUS_SUPERFAMILY
NP_214604.1	de75228cba07b0beb41c46783d0fb281	256	Pfam	PF09900	Predicted membrane protein (DUF2127)	83	224	3.5999999999999997e-35	T	08-02-2023	IPR021125	Protein of unknown function DUF2127	NaN	FAMILY
YP_177758.1	3c67b5a0268a678a2d5e809bdd0424c0	338	Pfam	PF03405	Fatty acid desaturase	7	315	1.2e-87	T	08-02-2023	IPR005067	Fatty acid desaturase, type 2	GO:0006631	FAMILY
YP_177758.1	3c67b5a0268a678a2d5e809bdd0424c0	338	Pfam	PF03405	Fatty acid desaturase	7	315	1.2e-87	T	08-02-2023	IPR005067	Fatty acid desaturase, type 2	GO:0045300	FAMILY
YP_177758.1	3c67b5a0268a678a2d5e809bdd0424c0	338	SUPERFAMILY	SSF47240	Ferritin-like	1	307	6.76e-87	T	08-02-2023	IPR009078	Ferritin-like superfamily	NaN	HOMOLOGOUS_SUPERFAMILY
YP_177758.1	3c67b5a0268a678a2d5e809bdd0424c0	338	FunFam	G3DSA:1.10.620.20:FF:000006	Acyl-ACP desaturase DesA	2	321	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
YP_177758.1	3c67b5a0268a678a2d5e809bdd0424c0	338	PANTHER	PTHR31155	ACYL- ACYL-CARRIER-PROTEIN  DESATURASE-RELATED	7	305	1.2e-50	T	08-02-2023	IPR005067	Fatty acid desaturase, type 2	GO:0006631	FAMILY
YP_177758.1	3c67b5a0268a678a2d5e809bdd0424c0	338	PANTHER	PTHR31155	ACYL- ACYL-CARRIER-PROTEIN  DESATURASE-RELATED	7	305	1.2e-50	T	08-02-2023	IPR005067	Fatty acid desaturase, type 2	GO:0045300	FAMILY
YP_177758.1	3c67b5a0268a678a2d5e809bdd0424c0	338	CDD	cd01050	Acyl_ACP_Desat	6	303	0.0	T	08-02-2023	IPR005067	Fatty acid desaturase, type 2	GO:0006631	FAMILY
YP_177758.1	3c67b5a0268a678a2d5e809bdd0424c0	338	CDD	cd01050	Acyl_ACP_Desat	6	303	0.0	T	08-02-2023	IPR005067	Fatty acid desaturase, type 2	GO:0045300	FAMILY
NP_216261.1	bbc3f278648c31184334d5729ae96b66	203	PANTHER	PTHR10885	ISOPENTENYL-DIPHOSPHATE DELTA-ISOMERASE	13	174	7.9e-29	T	08-02-2023	NaN	NaN	NaN	NaN
NP_216261.1	bbc3f278648c31184334d5729ae96b66	203	FunFam	G3DSA:3.90.79.10:FF:000009	Isopentenyl-diphosphate Delta-isomerase	11	181	5.1e-73	T	08-02-2023	NaN	NaN	NaN	NaN
NP_216261.1	bbc3f278648c31184334d5729ae96b66	203	CDD	cd02885	IPP_Isomerase	12	175	1.66792e-82	T	08-02-2023	IPR011876	Isopentenyl-diphosphate delta-isomerase, type 1	GO:0004452	FAMILY
NP_216261.1	bbc3f278648c31184334d5729ae96b66	203	CDD	cd02885	IPP_Isomerase	12	175	1.66792e-82	T	08-02-2023	IPR011876	Isopentenyl-diphosphate delta-isomerase, type 1	GO:0008299	FAMILY
NP_216261.1	bbc3f278648c31184334d5729ae96b66	203	Pfam	PF00293	NUDIX domain	39	170	3.4e-18	T	08-02-2023	IPR000086	NUDIX hydrolase domain	NaN	DOMAIN
NP_216261.1	bbc3f278648c31184334d5729ae96b66	203	SUPERFAMILY	SSF55811	Nudix	12	175	8.53e-42	T	08-02-2023	IPR015797	NUDIX hydrolase-like domain superfamily	NaN	HOMOLOGOUS_SUPERFAMILY
NP_215763.1	a1bbfa86ac658e2542dc1daa3e8aee25	89	PANTHER	PTHR33713	ANTITOXIN YAFN-RELATED	2	85	1.6e-20	T	08-02-2023	NaN	NaN	NaN	NaN
NP_215763.1	a1bbfa86ac658e2542dc1daa3e8aee25	89	Pfam	PF02604	Antitoxin Phd_YefM, type II toxin-antitoxin system	1	73	5.1e-22	T	08-02-2023	IPR006442	Type II toxin-antitoxin system, antitoxin Phd/YefM	NaN	FAMILY
NP_215763.1	a1bbfa86ac658e2542dc1daa3e8aee25	89	SUPERFAMILY	SSF143120	YefM-like	1	82	1.3100000000000002e-21	T	08-02-2023	IPR036165	YefM-like superfamily	NaN	HOMOLOGOUS_SUPERFAMILY
NP_217902.1	990d53e945e155faa184aa2932c464c5	102	SUPERFAMILY	SSF143120	YefM-like	12	53	2.88e-08	T	08-02-2023	IPR036165	YefM-like superfamily	NaN	HOMOLOGOUS_SUPERFAMILY
NP_217902.1	990d53e945e155faa184aa2932c464c5	102	PANTHER	PTHR35377	ANTITOXIN VAPB49-RELATED-RELATED	8	90	3.9e-17	T	08-02-2023	NaN	NaN	NaN	NaN
NP_217902.1	990d53e945e155faa184aa2932c464c5	102	FunFam	G3DSA:3.40.1620.10:FF:000002	Antitoxin	13	54	2.4e-21	T	08-02-2023	NaN	NaN	NaN	NaN
NP_217902.1	990d53e945e155faa184aa2932c464c5	102	Pfam	PF02604	Antitoxin Phd_YefM, type II toxin-antitoxin system	12	64	5.2e-11	T	08-02-2023	IPR006442	Type II toxin-antitoxin system, antitoxin Phd/YefM	NaN	FAMILY
YP_177615.1	facab11f22a06566b9e9cc2b40ce4666	232	CDD	cd01743	GATase1_Anthranilate_Synthase	3	189	1.01112e-99	T	08-02-2023	IPR006221	Anthranilate synthase/para-aminobenzoate synthase like domain	NaN	DOMAIN
YP_177615.1	facab11f22a06566b9e9cc2b40ce4666	232	FunFam	G3DSA:3.40.50.880:FF:000003	Anthranilate synthase component II	1	193	7.399999999999999e-75	T	08-02-2023	NaN	NaN	NaN	NaN
YP_177615.1	facab11f22a06566b9e9cc2b40ce4666	232	SUPERFAMILY	SSF52317	Class I glutamine amidotransferase-like	1	192	2.96e-52	T	08-02-2023	IPR029062	Class I glutamine amidotransferase-like	NaN	HOMOLOGOUS_SUPERFAMILY
